Nom Dalle,Pixels Blancs (Arbres),Pourcentage Verdure (%),Surface Arborée (m2)
18455_51835_5cm_CC46,21980530,21.9805,54951.33
18465_51835_5cm_CC46,23954399,23.9544,59886.00
18475_51835_5cm_CC46,17410494,17.4105,43526.24
18385_51830_5cm_CC46,8652201,8.6522,21630.50
18470_51835_5cm_CC46,6566891,6.5669,16417.23
18485_51835_5cm_CC46,12344781,12.3448,30861.95
18495_51835_5cm_CC46,12563128,12.5631,31407.82
18490_51835_5cm_CC46,3114145,3.1141,7785.36
18345_51830_5cm_CC46,13035260,13.0353,32588.15
18480_51835_5cm_CC46,22955793,22.9558,57389.48
18340_51830_5cm_CC46,11046575,11.0466,27616.44
18390_51830_5cm_CC46,21613601,21.6136,54034.00
18360_51830_5cm_CC46,25341307,25.3413,63353.27
18355_51830_5cm_CC46,18050661,18.0507,45126.65
18350_51830_5cm_CC46,21451370,21.4514,53628.43
18380_51830_5cm_CC46,35775816,35.7758,89439.54
18365_51830_5cm_CC46,34990275,34.9903,87475.69
18375_51830_5cm_CC46,26758100,26.7581,66895.25
18370_51830_5cm_CC46,32708471,32.7085,81771.18
18395_51830_5cm_CC46,55514765,55.5148,138786.91
18405_51830_5cm_CC46,58377457,58.3775,145943.64
18410_51830_5cm_CC46,56195024,56.1950,140487.56
18400_51830_5cm_CC46,54530637,54.5306,136326.59
18430_51830_5cm_CC46,11139224,11.1392,27848.06
18425_51830_5cm_CC46,16304959,16.3050,40762.40
18420_51830_5cm_CC46,29631378,29.6314,74078.45
18435_51830_5cm_CC46,17522209,17.5222,43805.52
18440_51830_5cm_CC46,22120569,22.1206,55301.42
18415_51830_5cm_CC46,38829501,38.8295,97073.75
18455_51830_5cm_CC46,16016819,16.0168,40042.05
18445_51830_5cm_CC46,16307815,16.3078,40769.54
18450_51830_5cm_CC46,18336195,18.3362,45840.49
18460_51830_5cm_CC46,20641292,20.6413,51603.23
18465_51830_5cm_CC46,35886523,35.8865,89716.31
18470_51830_5cm_CC46,7115771,7.1158,17789.43
18475_51830_5cm_CC46,27548919,27.5489,68872.30
18490_51830_5cm_CC46,3923487,3.9235,9808.72
18485_51830_5cm_CC46,8133177,8.1332,20332.94
18480_51830_5cm_CC46,15436304,15.4363,38590.76
18495_51830_5cm_CC46,6547222,6.5472,16368.06
18315_51825_5cm_CC46,10087326,10.0873,25218.32
18310_51825_5cm_CC46,10570330,10.5703,26425.83
18320_51825_5cm_CC46,14613836,14.6138,36534.59
18325_51825_5cm_CC46,15557756,15.5578,38894.39
18330_51825_5cm_CC46,16543814,16.5438,41359.54
18335_51825_5cm_CC46,15191952,15.1920,37979.88
18340_51825_5cm_CC46,15836603,15.8366,39591.51
18355_51825_5cm_CC46,27384035,27.3840,68460.09
18345_51825_5cm_CC46,16100467,16.1005,40251.17
18350_51825_5cm_CC46,22383719,22.3837,55959.30
18360_51825_5cm_CC46,34458429,34.4584,86146.07
18365_51825_5cm_CC46,32855598,32.8556,82138.99
18380_51825_5cm_CC46,44592348,44.5923,111480.87
18375_51825_5cm_CC46,41011839,41.0118,102529.60
18370_51825_5cm_CC46,43638101,43.6381,109095.25
18385_51825_5cm_CC46,49288695,49.2887,123221.74
18395_51825_5cm_CC46,56712948,56.7129,141782.37
18400_51825_5cm_CC46,51762530,51.7625,129406.32
18390_51825_5cm_CC46,38455867,38.4559,96139.67
18405_51825_5cm_CC46,53169396,53.1694,132923.49
18410_51825_5cm_CC46,40000731,40.0007,100001.83
18415_51825_5cm_CC46,52343501,52.3435,130858.75
18435_51825_5cm_CC46,11309022,11.3090,28272.56
18420_51825_5cm_CC46,47600385,47.6004,119000.96
18440_51825_5cm_CC46,20272164,20.2722,50680.41
18430_51825_5cm_CC46,29532871,29.5329,73832.18
18425_51825_5cm_CC46,29146678,29.1467,72866.70
18450_51825_5cm_CC46,13471001,13.4710,33677.50
18445_51825_5cm_CC46,17659707,17.6597,44149.27
18455_51825_5cm_CC46,15365567,15.3656,38413.92
18460_51825_5cm_CC46,16557461,16.5575,41393.65
18465_51825_5cm_CC46,17573488,17.5735,43933.72
18470_51825_5cm_CC46,26333300,26.3333,65833.25
18475_51825_5cm_CC46,30376635,30.3766,75941.59
18480_51825_5cm_CC46,20468797,20.4688,51171.99
18485_51825_5cm_CC46,12688028,12.6880,31720.07
18490_51825_5cm_CC46,12377287,12.3773,30943.22
18310_51820_5cm_CC46,7076032,7.0760,17690.08
18495_51825_5cm_CC46,2588113,2.5881,6470.28
18315_51820_5cm_CC46,10607059,10.6071,26517.65
18325_51820_5cm_CC46,17944956,17.9450,44862.39
18320_51820_5cm_CC46,15512513,15.5125,38781.28
18330_51820_5cm_CC46,19605158,19.6052,49012.90
18340_51820_5cm_CC46,9264216,9.2642,23160.54
18345_51820_5cm_CC46,9972419,9.9724,24931.05
18335_51820_5cm_CC46,22052833,22.0528,55132.08
18350_51820_5cm_CC46,20496877,20.4969,51242.19
18380_51820_5cm_CC46,37652341,37.6523,94130.85
18365_51820_5cm_CC46,23371778,23.3718,58429.44
18375_51820_5cm_CC46,42727521,42.7275,106818.80
18355_51820_5cm_CC46,26837931,26.8379,67094.83
18360_51820_5cm_CC46,26029263,26.0293,65073.16
18390_51820_5cm_CC46,33513292,33.5133,83783.23
18385_51820_5cm_CC46,45194698,45.1947,112986.74
18370_51820_5cm_CC46,34338758,34.3388,85846.90
18395_51820_5cm_CC46,55597447,55.5974,138993.62
18400_51820_5cm_CC46,53363369,53.3634,133408.42
18405_51820_5cm_CC46,33118551,33.1186,82796.38
18410_51820_5cm_CC46,32738406,32.7384,81846.01
18415_51820_5cm_CC46,40987001,40.9870,102467.50
18430_51820_5cm_CC46,23197338,23.1973,57993.35
18440_51820_5cm_CC46,15726842,15.7268,39317.11
18420_51820_5cm_CC46,28791973,28.7920,71979.93
18425_51820_5cm_CC46,20893810,20.8938,52234.53
18445_51820_5cm_CC46,14068167,14.0682,35170.42
18435_51820_5cm_CC46,7742589,7.7426,19356.47
18455_51820_5cm_CC46,9989515,9.9895,24973.79
18450_51820_5cm_CC46,9646768,9.6468,24116.92
18460_51820_5cm_CC46,9410907,9.4109,23527.27
18470_51820_5cm_CC46,13059534,13.0595,32648.83
18465_51820_5cm_CC46,15727568,15.7276,39318.92
18475_51820_5cm_CC46,22866475,22.8665,57166.19
18480_51820_5cm_CC46,7406152,7.4062,18515.38
18485_51820_5cm_CC46,10427158,10.4272,26067.90
18490_51820_5cm_CC46,15197898,15.1979,37994.75
18310_51815_5cm_CC46,14101574,14.1016,35253.93
18495_51820_5cm_CC46,15877095,15.8771,39692.74
18325_51815_5cm_CC46,15110177,15.1102,37775.44
18330_51815_5cm_CC46,17783885,17.7839,44459.71
18345_51815_5cm_CC46,14650674,14.6507,36626.68
18320_51815_5cm_CC46,25313122,25.3131,63282.81
18335_51815_5cm_CC46,16626718,16.6267,41566.79
18340_51815_5cm_CC46,9323443,9.3234,23308.61
18315_51815_5cm_CC46,15351244,15.3512,38378.11
18350_51815_5cm_CC46,15024819,15.0248,37562.05
18355_51815_5cm_CC46,19104900,19.1049,47762.25
18360_51815_5cm_CC46,20160812,20.1608,50402.03
18365_51815_5cm_CC46,16212942,16.2129,40532.36
18370_51815_5cm_CC46,9867053,9.8671,24667.63
18375_51815_5cm_CC46,25931827,25.9318,64829.57
18380_51815_5cm_CC46,39315730,39.3157,98289.32
18385_51815_5cm_CC46,45225602,45.2256,113064.01
18390_51815_5cm_CC46,33828993,33.8290,84572.48
18395_51815_5cm_CC46,37113899,37.1139,92784.75
18400_51815_5cm_CC46,40893585,40.8936,102233.96
18415_51815_5cm_CC46,37895080,37.8951,94737.70
18405_51815_5cm_CC46,25047803,25.0478,62619.51
18410_51815_5cm_CC46,29140073,29.1401,72850.18
18425_51815_5cm_CC46,20743454,20.7435,51858.64
18420_51815_5cm_CC46,29102648,29.1026,72756.62
18430_51815_5cm_CC46,20528582,20.5286,51321.46
18440_51815_5cm_CC46,13219790,13.2198,33049.47
18435_51815_5cm_CC46,16629884,16.6299,41574.71
18450_51815_5cm_CC46,8896508,8.8965,22241.27
18445_51815_5cm_CC46,11200967,11.2010,28002.42
18455_51815_5cm_CC46,7293182,7.2932,18232.96
18460_51815_5cm_CC46,12775936,12.7759,31939.84
18465_51815_5cm_CC46,12901588,12.9016,32253.97
18475_51815_5cm_CC46,10644994,10.6450,26612.49
18470_51815_5cm_CC46,10398340,10.3983,25995.85
18480_51815_5cm_CC46,6534704,6.5347,16336.76
18485_51815_5cm_CC46,14455287,14.4553,36138.22
18495_51815_5cm_CC46,14648855,14.6489,36622.14
18315_51810_5cm_CC46,16214816,16.2148,40537.04
18310_51810_5cm_CC46,14614048,14.6140,36535.12
18320_51810_5cm_CC46,16078292,16.0783,40195.73
18490_51815_5cm_CC46,19230394,19.2304,48075.99
18325_51810_5cm_CC46,17662684,17.6627,44156.71
18330_51810_5cm_CC46,17941323,17.9413,44853.31
18340_51810_5cm_CC46,20291390,20.2914,50728.47
18335_51810_5cm_CC46,12865071,12.8651,32162.68
18345_51810_5cm_CC46,24297756,24.2978,60744.39
18350_51810_5cm_CC46,23757486,23.7575,59393.72
18370_51810_5cm_CC46,18930865,18.9309,47327.16
18360_51810_5cm_CC46,18342542,18.3425,45856.36
18365_51810_5cm_CC46,17468794,17.4688,43671.99
18355_51810_5cm_CC46,18329585,18.3296,45823.96
18380_51810_5cm_CC46,37200676,37.2007,93001.69
18375_51810_5cm_CC46,18580831,18.5808,46452.08
18385_51810_5cm_CC46,32338889,32.3389,80847.22
18390_51810_5cm_CC46,26175233,26.1752,65438.08
18405_51810_5cm_CC46,27706407,27.7064,69266.02
18395_51810_5cm_CC46,25090527,25.0905,62726.32
18400_51810_5cm_CC46,21508858,21.5089,53772.15
18410_51810_5cm_CC46,21591244,21.5912,53978.11
18415_51810_5cm_CC46,25370510,25.3705,63426.28
18420_51810_5cm_CC46,22173037,22.1730,55432.59
18425_51810_5cm_CC46,23057801,23.0578,57644.50
18435_51810_5cm_CC46,10731547,10.7315,26828.87
18430_51810_5cm_CC46,19083803,19.0838,47709.51
18440_51810_5cm_CC46,8157550,8.1575,20393.88
18445_51810_5cm_CC46,13171353,13.1714,32928.38
18460_51810_5cm_CC46,5337703,5.3377,13344.26
18455_51810_5cm_CC46,6319283,6.3193,15798.21
18450_51810_5cm_CC46,9196716,9.1967,22991.79
18465_51810_5cm_CC46,8124085,8.1241,20310.21
18470_51810_5cm_CC46,5940074,5.9401,14850.18
18480_51810_5cm_CC46,8012893,8.0129,20032.23
18485_51810_5cm_CC46,9766363,9.7664,24415.91
18475_51810_5cm_CC46,7848680,7.8487,19621.70
18580_51810_5cm_CC46,8174585,8.1746,20436.46
18490_51810_5cm_CC46,11546466,11.5465,28866.17
18495_51810_5cm_CC46,14133326,14.1333,35333.32
18590_51810_5cm_CC46,7187077,7.1871,17967.69
18585_51810_5cm_CC46,6976014,6.9760,17440.03
18595_51810_5cm_CC46,9179216,9.1792,22948.04
18600_51810_5cm_CC46,10602735,10.6027,26506.84
18310_51805_5cm_CC46,14751004,14.7510,36877.51
18315_51805_5cm_CC46,14812152,14.8122,37030.38
18320_51805_5cm_CC46,13366157,13.3662,33415.39
18330_51805_5cm_CC46,13830834,13.8308,34577.08
18325_51805_5cm_CC46,19178967,19.1790,47947.42
18345_51805_5cm_CC46,12611300,12.6113,31528.25
18340_51805_5cm_CC46,13674793,13.6748,34186.98
18350_51805_5cm_CC46,11935162,11.9352,29837.90
18335_51805_5cm_CC46,20147061,20.1471,50367.65
